loan_amnt,term,int_rate,installment,grade,sub_grade,home_ownership,annual_inc,issue_d,loan_status,purpose,addr_state,dti,delinq_2yrs,inq_last_6mths,total_pymnt,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,pub_rec_bankruptcies,year,is_default,outstanding_principal,net_credit_loss,risk_segment,risk_adjusted_revenue,income_group,dti_group
35000, 60 months,13.33,802.29,C,C3,MORTGAGE,128000.0,2015-10-01,Charged Off,credit_card,NC,16.84,0.0,0.0,27407.45,16969.22,10438.23,0.0,0.0,0.0,2015,1,18030.78,18030.78,Medium Risk,-7592.549999999999,120k-200k,10-20
8000, 36 months,9.25,255.33,A,A5,MORTGAGE,46716.0,2013-10-01,Fully Paid,debt_consolidation,CA,7.65,1.0,0.0,8821.5200000012,8000.0,821.52,0.0,0.0,0.0,2013,0,0.0,0.0,Low Risk,821.52,40k-80k,0-10
8000, 36 months,11.99,265.68,B,B5,MORTGAGE,24708.0,2017-08-01,Charged Off,home_improvement,NY,54.35,2.0,0.0,3182.83,2355.62,827.21,0.0,0.0,1.0,2017,1,5644.38,5644.38,Medium Risk,-4817.17,<40k,40+
7225, 36 months,9.44,231.24,B,B1,MORTGAGE,31000.0,2017-10-01,Fully Paid,home_improvement,PA,17.62,0.0,0.0,7251.5228888896,7225.0,26.52,0.0,0.0,0.0,2017,0,0.0,0.0,Low Risk,26.52,<40k,10-20
30000, 60 months,20.99,811.44,E,E5,RENT,106000.0,2015-07-01,Fully Paid,debt_consolidation,CA,13.81,0.0,0.0,34848.99,30000.0,4848.99,0.0,0.0,0.0,2015,0,0.0,0.0,High Risk,4848.99,80k-120k,10-20
16000, 36 months,13.99,546.77,C,C4,MORTGAGE,100000.0,2015-05-01,Fully Paid,debt_consolidation,IN,15.73,0.0,1.0,18892.4340396846,16000.0,2892.43,0.0,0.0,0.0,2015,0,0.0,0.0,Medium Risk,2892.43,80k-120k,10-20
3500, 36 months,9.49,112.1,B,B2,OWN,27000.0,2016-08-01,Fully Paid,home_improvement,TX,4.98,0.0,0.0,3533.0,3500.0,33.0,0.0,0.0,0.0,2016,0,0.0,0.0,Low Risk,33.0,<40k,0-10
24575, 60 months,15.8,595.01,C,C3,MORTGAGE,55000.0,2013-01-01,Fully Paid,debt_consolidation,SD,26.92,0.0,0.0,35700.4130578202,24575.0,11125.41,0.0,0.0,0.0,2013,0,0.0,0.0,High Risk,11125.41,40k-80k,20-30
7000, 36 months,12.62,234.58,C,C1,RENT,33000.0,2017-07-01,Current,debt_consolidation,CA,13.53,1.0,0.0,4246.98,3171.46,1075.52,0.0,0.0,0.0,2017,0,3828.54,0.0,Medium Risk,1075.52,<40k,10-20
20950, 60 months,15.1,499.5,C,C2,MORTGAGE,48000.0,2013-11-01,Charged Off,credit_card,GA,20.23,0.0,0.0,8542.9,3034.73,2958.91,0.0,2549.26,0.0,2013,1,17915.27,15366.01,High Risk,-12407.1,40k-80k,20-30
1100, 36 months,19.72,40.73,D,D5,RENT,92000.0,2013-06-01,Fully Paid,credit_card,DC,4.8,0.0,1.0,1277.33,1100.0,177.33,0.0,0.0,0.0,2013,0,0.0,0.0,High Risk,177.33,80k-120k,0-10
5000, 36 months,11.44,164.74,B,B4,MORTGAGE,90000.0,2017-04-01,Current,major_purchase,FL,22.77,0.0,0.0,3617.92,2850.59,767.33,0.0,0.0,0.0,2017,0,2149.41,0.0,Medium Risk,767.33,80k-120k,20-30
19150, 36 months,16.55,678.47,D,D2,MORTGAGE,70000.0,2015-11-01,Fully Paid,small_business,TX,15.65,0.0,0.0,21419.1300004514,19150.0,2269.13,0.0,0.0,0.0,2015,0,0.0,0.0,High Risk,2269.13,40k-80k,10-20
30000, 60 months,13.99,697.9,C,C3,MORTGAGE,110000.0,2017-02-01,Current,debt_consolidation,NC,24.2,2.0,1.0,16140.58,9123.25,7017.33,0.0,0.0,0.0,2017,0,20876.75,0.0,Medium Risk,7017.33,80k-120k,20-30
5000, 36 months,5.32,150.58,A,A1,OWN,114000.0,2017-03-01,Current,debt_consolidation,CA,15.22,0.0,1.0,3461.86,3102.11,359.75,0.0,0.0,0.0,2017,0,1897.8899999999999,0.0,Low Risk,359.75,80k-120k,10-20
13000, 36 months,6.03,395.67,A,A1,RENT,52000.0,2013-11-01,Fully Paid,credit_card,GA,25.84,0.0,0.0,14093.85,13000.0,1093.85,0.0,0.0,0.0,2013,0,0.0,0.0,Low Risk,1093.85,40k-80k,20-30
4000, 36 months,12.49,133.8,B,B4,RENT,67000.0,2014-02-01,Fully Paid,debt_consolidation,AZ,15.61,0.0,0.0,4825.2358253287,4000.0,825.24,0.0,0.0,0.0,2014,0,0.0,0.0,Medium Risk,825.24,40k-80k,10-20
5000, 36 months,10.42,162.33,B,B3,RENT,36000.0,2017-07-01,Current,debt_consolidation,AZ,22.2,1.0,1.0,3078.48,2444.92,633.56,0.0,0.0,0.0,2017,0,2555.08,0.0,Low Risk,633.56,<40k,20-30
5000, 36 months,14.49,172.09,C,C4,RENT,27000.0,2016-09-01,Current,debt_consolidation,NJ,24.53,0.0,1.0,4986.59,3851.34,1135.25,0.0,0.0,0.0,2016,0,1148.6599999999999,0.0,Medium Risk,1135.25,<40k,20-30
2000, 36 months,12.79,67.19,C,C1,OWN,65000.0,2016-08-01,Current,other,NE,16.97,0.0,1.0,2012.86,1611.65,401.21,0.0,0.0,0.0,2016,0,388.3499999999999,0.0,Medium Risk,401.21,40k-80k,10-20
2000, 36 months,15.99,70.31,D,D2,OWN,21500.0,2015-01-01,Charged Off,medical,FL,26.69,1.0,1.0,1029.26,615.24,303.42,0.0,110.6,0.0,2015,1,1384.76,1274.16,High Risk,-970.74,<40k,20-30
24000, 36 months,7.39,745.34,A,A4,OWN,90000.0,2016-05-01,Current,credit_card,MO,16.55,0.0,0.0,24645.48,21791.34,2854.14,0.0,0.0,0.0,2016,0,2208.66,0.0,Low Risk,2854.14,80k-120k,10-20
5000, 36 months,8.59,158.05,A,A5,RENT,94000.0,2016-08-01,Fully Paid,major_purchase,NC,31.77,0.0,1.0,5446.8270031489,5000.0,446.83,0.0,0.0,0.0,2016,0,0.0,0.0,Low Risk,446.83,80k-120k,30-40
5000, 36 months,12.99,168.45,C,C1,RENT,65000.0,2014-08-01,Fully Paid,debt_consolidation,GA,4.45,0.0,0.0,5054.13,5000.0,54.13,0.0,0.0,0.0,2014,0,0.0,0.0,Medium Risk,54.13,40k-80k,0-10
25000, 36 months,11.47,824.05,B,B5,MORTGAGE,85000.0,2016-06-01,Charged Off,debt_consolidation,MA,18.02,0.0,1.0,20207.21,15697.5,4268.51,41.2,200.0,0.0,2016,1,9302.5,9102.5,Medium Risk,-4833.99,80k-120k,10-20
35000, 60 months,16.59,862.15,D,D2,MORTGAGE,360000.0,2016-01-01,Current,home_improvement,TX,10.73,0.0,3.0,31867.29,18113.41,13753.88,0.0,0.0,0.0,2016,0,16886.59,0.0,High Risk,13753.88,200k+,10-20
25000, 36 months,12.62,837.79,C,C1,MORTGAGE,46500.0,2017-11-01,Current,credit_card,PA,15.85,0.0,1.0,12548.92,9287.77,3261.15,0.0,0.0,0.0,2017,0,15712.23,0.0,Medium Risk,3261.15,40k-80k,10-20
8000, 36 months,14.08,273.74,C,C3,MORTGAGE,63000.0,2017-07-01,Current,debt_consolidation,CT,6.25,0.0,0.0,5188.54,3803.65,1384.89,0.0,0.0,0.0,2017,0,4196.35,0.0,Medium Risk,1384.89,40k-80k,0-10
15000, 36 months,11.44,494.22,B,B4,RENT,96000.0,2016-12-01,Current,credit_card,NY,8.02,0.0,1.0,12840.19,10307.66,2532.53,0.0,0.0,0.0,2016,0,4692.34,0.0,Medium Risk,2532.53,80k-120k,0-10
12000, 36 months,9.99,387.15,B,B1,MORTGAGE,58000.0,2013-10-01,Fully Paid,debt_consolidation,KY,9.62,2.0,1.0,13726.03,12000.0,1726.03,0.0,0.0,0.0,2013,0,0.0,0.0,Low Risk,1726.03,40k-80k,0-10
8800, 36 months,10.49,285.99,B,B2,MORTGAGE,64040.0,2017-04-01,Current,debt_consolidation,TX,24.63,1.0,0.0,6310.89,5045.99,1264.9,0.0,0.0,0.0,2017,0,3754.01,0.0,Low Risk,1264.9,40k-80k,20-30
19100, 60 months,26.24,574.58,E,E5,MORTGAGE,57700.0,2016-12-01,Fully Paid,debt_consolidation,CA,5.18,0.0,1.0,20789.3049347155,19100.0,1689.3,0.0,0.0,0.0,2016,0,0.0,0.0,High Risk,1689.3,40k-80k,0-10
2400, 36 months,22.95,92.85,F,F1,RENT,17000.0,2013-03-01,Charged Off,other,AL,15.88,0.0,1.0,1462.82,565.96,450.33,0.0,446.53,0.0,2013,1,1834.04,1387.51,High Risk,-937.1800000000001,<40k,10-20
33000, 60 months,13.33,756.44,C,C3,MORTGAGE,66000.0,2015-08-01,Fully Paid,debt_consolidation,NV,23.11,0.0,2.0,38286.9300200632,33000.0,5286.93,0.0,0.0,0.0,2015,0,0.0,0.0,Medium Risk,5286.93,40k-80k,20-30
21000, 36 months,8.49,662.83,B,B1,RENT,58960.0,2016-01-01,Fully Paid,credit_card,CA,17.5,0.0,2.0,23718.2150729436,21000.0,2718.22,0.0,0.0,0.0,2016,0,0.0,0.0,Low Risk,2718.22,40k-80k,10-20
11000, 60 months,13.99,255.9,C,C4,RENT,58000.0,2015-04-01,Charged Off,debt_consolidation,PA,29.4,0.0,1.0,7893.86,1929.17,1644.88,0.0,4319.81,0.0,2015,1,9070.83,4751.0199999999995,Medium Risk,-3106.1399999999994,40k-80k,20-30
28000, 60 months,13.99,651.37,C,C4,MORTGAGE,125000.0,2015-08-01,Fully Paid,credit_card,AL,28.34,0.0,0.0,29550.33,28000.0,1550.33,0.0,0.0,0.0,2015,0,0.0,0.0,Medium Risk,1550.33,120k-200k,20-30
18000, 60 months,12.74,407.17,C,C1,MORTGAGE,125000.0,2017-02-01,Current,home_improvement,NC,10.65,1.0,0.0,9727.49,5870.97,3856.52,0.0,0.0,0.0,2017,0,12129.029999999999,0.0,Medium Risk,3856.52,120k-200k,10-20
2100, 36 months,15.05,72.85,C,C4,RENT,59600.0,2017-09-01,Fully Paid,other,MD,3.69,0.0,1.0,2138.2799934378,2100.0,38.28,0.0,0.0,0.0,2017,0,0.0,0.0,High Risk,38.28,40k-80k,0-10
15000, 36 months,7.89,469.29,A,A5,MORTGAGE,58000.0,2015-11-01,Fully Paid,home_improvement,OH,15.41,0.0,1.0,16419.330361462,15000.0,1419.33,0.0,0.0,0.0,2015,0,0.0,0.0,Low Risk,1419.33,40k-80k,10-20
24000, 60 months,8.18,488.71,B,B1,RENT,110000.0,2015-06-01,Current,debt_consolidation,NJ,22.35,0.0,0.0,21533.12,16616.2,4916.92,0.0,0.0,0.0,2015,0,7383.799999999999,0.0,Low Risk,4916.92,80k-120k,20-30
22000, 36 months,12.69,737.99,C,C2,MORTGAGE,60000.0,2015-09-01,Charged Off,debt_consolidation,NY,26.46,3.0,0.0,15587.19,10572.43,3457.28,0.0,1557.48,0.0,2015,1,11427.57,9870.09,Medium Risk,-6412.8099999999995,40k-80k,20-30
24000, 36 months,11.99,797.03,B,B5,RENT,90000.0,2017-08-01,Current,debt_consolidation,NJ,11.41,0.0,2.0,14330.55,10929.14,3401.41,0.0,0.0,0.0,2017,0,13070.86,0.0,Medium Risk,3401.41,80k-120k,10-20
40000, 36 months,13.67,1360.71,C,C3,MORTGAGE,137000.0,2016-06-01,Current,credit_card,KY,24.1,0.0,0.0,43740.17,34709.0,9031.17,0.0,0.0,0.0,2016,0,5291.0,0.0,Medium Risk,9031.17,120k-200k,20-30
14000, 36 months,7.24,433.82,A,A3,MORTGAGE,102000.0,2017-02-01,Fully Paid,debt_consolidation,CA,11.94,1.0,0.0,15172.2958165452,14000.0,1172.3,0.0,0.0,0.0,2017,0,0.0,0.0,Low Risk,1172.3,80k-120k,10-20
12800, 36 months,16.02,450.14,C,C5,RENT,55000.0,2017-05-01,Current,debt_consolidation,NY,6.72,0.0,0.0,9441.55,6717.72,2723.83,0.0,0.0,0.0,2017,0,6082.28,0.0,High Risk,2723.83,40k-80k,0-10
10000, 36 months,13.35,338.63,C,C2,MORTGAGE,60000.0,2014-07-01,Fully Paid,home_improvement,CA,28.94,2.0,2.0,11131.69,10000.0,1131.69,0.0,0.0,0.0,2014,0,0.0,0.0,Medium Risk,1131.69,40k-80k,20-30
9500, 36 months,9.17,302.85,B,B2,RENT,85000.0,2015-09-01,Charged Off,credit_card,VA,9.25,0.0,2.0,5719.28,4163.0,984.1,0.0,572.18,0.0,2015,1,5337.0,4764.82,Low Risk,-3780.72,80k-120k,0-10
16000, 60 months,8.18,325.81,B,B1,RENT,60000.0,2015-04-01,Current,credit_card,MD,22.22,0.0,0.0,14989.01,11659.89,3312.83,16.29,0.0,0.0,2015,0,4340.110000000001,0.0,Low Risk,3312.83,40k-80k,20-30
12000, 36 months,10.99,392.81,B,B3,RENT,70000.0,2014-07-01,Charged Off,credit_card,NJ,12.1,2.0,1.0,5531.63,2948.59,979.51,0.0,1603.53,0.0,2014,1,9051.41,7447.88,Low Risk,-6468.37,40k-80k,10-20
9000, 36 months,7.35,279.34,A,A4,RENT,65000.0,2017-11-01,Current,credit_card,GA,10.79,0.0,0.0,4184.59,3511.32,673.27,0.0,0.0,0.0,2017,0,5488.68,0.0,Low Risk,673.27,40k-80k,10-20
13000, 60 months,17.27,324.98,D,D2,MORTGAGE,105000.0,2016-06-01,Current,house,MD,14.96,0.0,0.0,10386.89,5554.42,4832.47,0.0,0.0,0.0,2016,0,7445.58,0.0,High Risk,4832.47,80k-120k,10-20
19500, 60 months,25.82,581.77,E,E4,MORTGAGE,180126.0,2017-08-01,Current,credit_card,MD,19.38,0.0,1.0,10443.89,3519.99,6923.9,0.0,0.0,0.0,2017,0,15980.01,0.0,High Risk,6923.9,120k-200k,10-20
6000, 36 months,10.49,194.99,B,B3,RENT,55000.0,2016-08-01,Current,credit_card,CA,27.43,1.0,0.0,5846.2,4865.18,981.02,0.0,0.0,0.0,2016,0,1134.8199999999997,0.0,Low Risk,981.02,40k-80k,20-30
12000, 36 months,8.24,377.37,B,B1,MORTGAGE,75000.0,2017-04-01,Current,debt_consolidation,CA,11.34,1.0,1.0,8296.65,6979.36,1317.29,0.0,0.0,0.0,2017,0,5020.64,0.0,Low Risk,1317.29,40k-80k,10-20
20000, 36 months,6.97,617.27,A,A3,OWN,65000.0,2016-03-01,Fully Paid,credit_card,AL,16.93,0.0,0.0,21977.5726094452,20000.0,1977.57,0.0,0.0,1.0,2016,0,0.0,0.0,Low Risk,1977.57,40k-80k,10-20
9000, 36 months,11.44,296.53,B,B4,RENT,45000.0,2017-02-01,Fully Paid,credit_card,IL,19.73,8.0,0.0,10464.6645288497,9000.0,1464.66,0.0,0.0,0.0,2017,0,0.0,0.0,Medium Risk,1464.66,40k-80k,10-20
24000, 36 months,5.32,722.76,A,A1,RENT,110000.0,2017-11-01,Current,credit_card,NC,2.9,0.0,2.0,10834.31,9537.42,1296.89,0.0,0.0,0.0,2017,0,14462.58,0.0,Low Risk,1296.89,80k-120k,0-10
25000, 36 months,7.9,782.26,A,A4,MORTGAGE,103200.0,2014-01-01,Fully Paid,debt_consolidation,SC,23.43,0.0,1.0,28149.9782390229,25000.0,3149.98,0.0,0.0,0.0,2014,0,0.0,0.0,Low Risk,3149.98,80k-120k,20-30
15000, 36 months,13.33,507.8,C,C3,OWN,54000.0,2015-07-01,Fully Paid,home_improvement,MI,29.64,0.0,3.0,18269.5494720665,15000.0,3269.55,0.0,0.0,0.0,2015,0,0.0,0.0,Medium Risk,3269.55,40k-80k,20-30
19300, 60 months,17.57,485.59,D,D2,RENT,43000.0,2014-05-01,Charged Off,credit_card,MA,16.86,0.0,0.0,12341.35,4949.21,5248.18,0.0,2143.96,0.0,2014,1,14350.79,12206.830000000002,High Risk,-6958.6500000000015,40k-80k,10-20
28000, 60 months,8.49,574.33,B,B1,MORTGAGE,110000.0,2016-01-01,Current,credit_card,AZ,14.63,0.0,0.0,21237.0,15848.84,5388.16,0.0,0.0,0.0,2016,0,12151.16,0.0,Low Risk,5388.16,80k-120k,10-20
8500, 36 months,9.44,272.05,B,B1,RENT,47000.0,2017-11-01,Current,credit_card,GA,16.79,0.0,0.0,4076.29,3253.15,823.14,0.0,0.0,0.0,2017,0,5246.85,0.0,Low Risk,823.14,40k-80k,10-20
7200, 36 months,11.39,237.06,B,B3,MORTGAGE,48000.0,2017-03-01,Fully Paid,debt_consolidation,KY,17.2,0.0,1.0,7977.6426649545,7200.0,777.64,0.0,0.0,0.0,2017,0,0.0,0.0,Medium Risk,777.64,40k-80k,10-20
23400, 60 months,13.67,540.49,C,C3,RENT,52000.0,2016-02-01,Current,debt_consolidation,FL,14.95,0.0,0.0,20278.72,13019.5,7259.22,0.0,0.0,0.0,2016,0,10380.5,0.0,Medium Risk,7259.22,40k-80k,10-20
14400, 36 months,10.99,471.37,B,B4,RENT,80000.0,2015-08-01,Fully Paid,debt_consolidation,TX,13.54,0.0,1.0,16951.7118474023,14400.0,2551.71,0.0,0.0,0.0,2015,0,0.0,0.0,Low Risk,2551.71,40k-80k,10-20
20000, 60 months,13.33,458.45,C,C3,MORTGAGE,65000.0,2015-08-01,Current,debt_consolidation,IN,16.65,0.0,1.0,19259.17,12558.03,6701.14,0.0,0.0,0.0,2015,0,7441.969999999999,0.0,Medium Risk,6701.14,40k-80k,10-20
18000, 60 months,10.91,390.56,B,B4,RENT,51000.0,2017-09-01,Current,debt_consolidation,ME,25.6,1.0,1.0,6628.61,4151.21,2477.4,0.0,0.0,0.0,2017,0,13848.79,0.0,Low Risk,2477.4,40k-80k,20-30
29000, 60 months,14.99,689.76,C,C5,RENT,65100.0,2015-01-01,Charged Off,credit_card,CA,23.61,0.0,0.0,20633.67,10439.86,8159.51,0.0,2034.3,1.0,2015,1,18560.14,16525.84,High Risk,-8366.33,40k-80k,20-30
5000, 60 months,18.55,128.47,D,D2,MORTGAGE,38000.0,2013-10-01,Fully Paid,debt_consolidation,IN,25.61,0.0,1.0,7707.9915502971,5000.0,2707.99,0.0,0.0,1.0,2013,0,0.0,0.0,High Risk,2707.99,<40k,20-30
15000, 36 months,8.18,471.3,B,B1,MORTGAGE,60000.0,2015-03-01,Fully Paid,debt_consolidation,WI,15.86,1.0,2.0,16733.6695360475,15000.0,1733.67,0.0,0.0,0.0,2015,0,0.0,0.0,Low Risk,1733.67,40k-80k,10-20
14000, 36 months,14.64,482.86,C,C3,OWN,103000.0,2014-04-01,Fully Paid,credit_card,CA,13.19,0.0,0.0,17382.5169950838,14000.0,3382.52,0.0,0.0,0.0,2014,0,0.0,0.0,High Risk,3382.52,80k-120k,10-20
12000, 60 months,12.59,270.53,C,C2,MORTGAGE,50000.0,2015-12-01,Fully Paid,debt_consolidation,AZ,25.97,1.0,0.0,13513.6024576689,12000.0,1483.6,30.0,0.0,0.0,2015,0,0.0,0.0,Medium Risk,1483.6,40k-80k,20-30
15000, 60 months,12.74,339.31,C,C1,MORTGAGE,85000.0,2017-04-01,Current,home_improvement,MD,4.12,0.0,0.0,7454.2,4435.8,3018.4,0.0,0.0,0.0,2017,0,10564.2,0.0,Medium Risk,3018.4,80k-120k,0-10
20000, 60 months,12.29,447.83,C,C1,RENT,105000.0,2015-10-01,Fully Paid,debt_consolidation,VA,22.8,0.0,0.0,25542.1536604134,20000.0,5542.15,0.0,0.0,0.0,2015,0,0.0,0.0,Medium Risk,5542.15,80k-120k,20-30
35000, 60 months,10.78,757.16,B,B4,MORTGAGE,100000.0,2016-01-01,Fully Paid,credit_card,IL,7.39,0.0,1.0,37425.73,35000.0,2425.73,0.0,0.0,0.0,2016,0,0.0,0.0,Low Risk,2425.73,80k-120k,0-10
2800, 36 months,13.35,94.82,C,C2,RENT,40000.0,2014-09-01,Fully Paid,debt_consolidation,FL,19.65,0.0,2.0,3410.2204285319,2800.0,610.22,0.0,0.0,1.0,2014,0,0.0,0.0,Medium Risk,610.22,<40k,10-20
21225, 60 months,18.24,541.76,D,D5,RENT,60000.0,2014-07-01,Charged Off,debt_consolidation,CA,28.7,0.0,0.0,9846.06,2861.05,3640.07,0.0,3344.94,0.0,2014,1,18363.95,15019.01,High Risk,-11378.94,40k-80k,20-30
11000, 36 months,7.49,342.12,A,A4,MORTGAGE,85000.0,2017-03-01,Current,credit_card,PA,14.37,2.0,0.0,7859.61,6740.92,1118.69,0.0,0.0,0.0,2017,0,4259.08,0.0,Low Risk,1118.69,80k-120k,10-20
27300, 60 months,23.28,774.0,F,F2,MORTGAGE,70000.0,2013-06-01,Charged Off,small_business,GA,22.61,0.0,2.0,14271.01,3880.68,6933.2,0.0,3457.13,0.0,2013,1,23419.32,19962.19,High Risk,-13028.989999999998,40k-80k,20-30
12000, 36 months,5.32,361.38,A,A1,OWN,62000.0,2017-12-01,Current,renewable_energy,ID,14.44,0.0,0.0,5055.77,4440.36,615.41,0.0,0.0,0.0,2017,0,7559.64,0.0,Low Risk,615.41,40k-80k,10-20
2000, 36 months,19.52,73.84,D,D4,MORTGAGE,73000.0,2013-07-01,Fully Paid,small_business,TX,12.87,0.0,2.0,2184.9953655214,2000.0,185.0,0.0,0.0,0.0,2013,0,0.0,0.0,High Risk,185.0,40k-80k,10-20
11250, 36 months,11.67,371.9,B,B4,RENT,87610.0,2014-07-01,Fully Paid,debt_consolidation,WA,17.33,0.0,3.0,11466.2597482812,11250.0,216.26,0.0,0.0,0.0,2014,0,0.0,0.0,Medium Risk,216.26,80k-120k,10-20
6500, 36 months,10.75,212.04,B,B4,OWN,21500.0,2016-06-01,Fully Paid,major_purchase,NC,26.41,1.0,0.0,6960.9621723659,6500.0,460.96,0.0,0.0,0.0,2016,0,0.0,0.0,Low Risk,460.96,<40k,20-30
5600, 36 months,17.57,201.25,D,D2,RENT,93000.0,2014-04-01,Fully Paid,debt_consolidation,MI,8.77,0.0,1.0,7244.8822999678,5600.0,1644.88,0.0,0.0,1.0,2014,0,0.0,0.0,High Risk,1644.88,80k-120k,0-10
15000, 36 months,6.39,458.99,A,A2,RENT,43680.0,2015-04-01,Fully Paid,debt_consolidation,CA,28.82,0.0,1.0,16545.52766244,15000.0,1545.53,0.0,0.0,0.0,2015,0,0.0,0.0,Low Risk,1545.53,40k-80k,20-30
35000, 36 months,17.27,1252.56,D,D2,RENT,96000.0,2016-02-01,Fully Paid,debt_consolidation,CA,26.57,0.0,1.0,35052.89,35000.0,52.89,0.0,0.0,0.0,2016,0,0.0,0.0,High Risk,52.89,80k-120k,20-30
12000, 36 months,8.18,377.04,B,B1,MORTGAGE,78000.0,2015-02-01,Fully Paid,debt_consolidation,CT,18.59,2.0,1.0,12430.0,12000.0,430.0,0.0,0.0,0.0,2015,0,0.0,0.0,Low Risk,430.0,40k-80k,10-20
35000, 36 months,10.42,1136.27,B,B3,RENT,60000.0,2017-11-01,Current,debt_consolidation,TX,42.41,0.0,0.0,17742.85,14028.62,3714.23,0.0,0.0,0.0,2017,0,20971.379999999997,0.0,Low Risk,3714.23,40k-80k,40+
10000, 60 months,13.35,229.33,C,C2,MORTGAGE,90000.0,2014-10-01,Current,debt_consolidation,GA,3.56,4.0,0.0,11917.74,8254.18,3663.56,0.0,0.0,0.0,2014,0,1745.8199999999997,0.0,Medium Risk,3663.56,80k-120k,0-10
12000, 60 months,11.44,263.55,B,B4,OWN,160000.0,2017-01-01,Current,credit_card,MA,11.5,0.0,0.0,6573.5,4188.2,2385.3,0.0,0.0,0.0,2017,0,7811.8,0.0,Medium Risk,2385.3,120k-200k,10-20
12000, 36 months,15.8,420.71,C,C3,MORTGAGE,66000.0,2013-04-01,Fully Paid,debt_consolidation,MO,25.51,0.0,3.0,13418.7631355513,12000.0,1418.76,0.0,0.0,0.0,2013,0,0.0,0.0,High Risk,1418.76,40k-80k,20-30
8750, 36 months,12.69,293.52,C,C2,MORTGAGE,45000.0,2015-10-01,Fully Paid,debt_consolidation,NH,15.01,0.0,0.0,9026.51,8750.0,276.51,0.0,0.0,2.0,2015,0,0.0,0.0,Medium Risk,276.51,40k-80k,10-20
21000, 36 months,8.18,659.81,B,B1,MORTGAGE,190000.0,2015-05-01,Fully Paid,home_improvement,NC,9.3,0.0,0.0,22973.590005779,21000.0,1973.59,0.0,0.0,0.0,2015,0,0.0,0.0,Low Risk,1973.59,120k-200k,0-10
10000, 36 months,11.99,332.1,B,B5,RENT,25000.0,2017-08-01,Current,debt_consolidation,NY,11.99,0.0,0.0,5645.09,4278.06,1367.03,0.0,0.0,0.0,2017,0,5721.94,0.0,Medium Risk,1367.03,<40k,10-20
20000, 60 months,13.49,460.1,C,C2,MORTGAGE,70000.0,2016-10-01,Late (31-120 days),credit_card,MN,21.67,0.0,1.0,11420.86,6747.93,4672.93,0.0,0.0,0.0,2016,0,13252.07,0.0,Medium Risk,4672.93,40k-80k,20-30
6400, 36 months,9.44,204.84,B,B1,RENT,62000.0,2017-10-01,Current,other,NY,15.61,1.0,0.0,3275.06,2623.23,651.83,0.0,0.0,0.0,2017,0,3776.77,0.0,Low Risk,651.83,40k-80k,10-20
21000, 36 months,13.33,710.92,C,C3,MORTGAGE,160000.0,2015-07-01,Charged Off,debt_consolidation,CA,15.94,0.0,1.0,17701.77,12399.74,4010.07,106.65,1185.31,0.0,2015,1,8600.26,7414.950000000001,Medium Risk,-3404.8800000000006,120k-200k,10-20
10000, 36 months,11.49,329.72,B,B5,MORTGAGE,57836.08,2016-07-01,Fully Paid,debt_consolidation,TX,14.67,0.0,0.0,10810.2915262506,10000.0,810.29,0.0,0.0,0.0,2016,0,0.0,0.0,Medium Risk,810.29,40k-80k,10-20
34900, 36 months,11.53,1151.37,B,B5,MORTGAGE,85000.0,2015-10-01,Charged Off,debt_consolidation,VA,33.7,1.0,0.0,8147.95,2471.72,960.03,0.0,4716.2,0.0,2015,1,32428.28,27712.079999999998,Medium Risk,-26752.05,80k-120k,30-40
10000, 60 months,12.62,225.6,C,C1,RENT,75000.0,2017-12-01,Current,debt_consolidation,PA,9.92,0.0,1.0,3144.38,1806.32,1338.06,0.0,0.0,1.0,2017,0,8193.68,0.0,Medium Risk,1338.06,40k-80k,0-10
26925, 60 months,23.99,774.43,F,F2,MORTGAGE,60000.0,2015-01-01,Charged Off,debt_consolidation,MI,21.42,0.0,1.0,17330.93,5737.45,9715.26,0.0,1878.22,0.0,2015,1,21187.55,19309.329999999998,High Risk,-9594.069999999998,40k-80k,20-30
12000, 36 months,13.67,408.22,C,C4,RENT,50000.0,2015-11-01,Fully Paid,other,IL,11.19,0.0,2.0,13288.5087974728,12000.0,1288.51,0.0,0.0,0.0,2015,0,0.0,0.0,Medium Risk,1288.51,40k-80k,10-20
15000, 36 months,5.32,451.73,A,A1,MORTGAGE,170000.0,2016-03-01,Current,credit_card,WI,26.06,0.0,2.0,15806.12,14550.58,1255.54,0.0,0.0,0.0,2016,0,449.4200000000001,0.0,Low Risk,1255.54,120k-200k,20-30
9600, 36 months,9.17,306.04,B,B2,MORTGAGE,67000.0,2015-06-01,Fully Paid,home_improvement,NC,25.97,0.0,0.0,11015.141376255,9600.0,1415.14,0.0,0.0,1.0,2015,0,0.0,0.0,Low Risk,1415.14,40k-80k,20-30
9800, 36 months,5.32,295.13,A,A1,RENT,70000.0,2015-12-01,Fully Paid,debt_consolidation,MD,10.62,0.0,1.0,10563.0672216692,9800.0,763.07,0.0,0.0,0.0,2015,0,0.0,0.0,Low Risk,763.07,40k-80k,10-20
25600, 36 months,5.32,770.94,A,A1,MORTGAGE,150000.0,2017-10-01,Current,credit_card,CA,23.18,0.0,2.0,12327.47,10876.25,1451.22,0.0,0.0,0.0,2017,0,14723.75,0.0,Low Risk,1451.22,120k-200k,20-30
